code,name,value_range,options,candidate_map,依据
0334_1942_06,羽毛（绒）制品质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0335_01,毛条/毛纱年产量,毛条、毛纱年产量,毛条 / 毛纱年产量,"{""毛条"": 100, ""毛纱年产量"": 25}",启发生成（需人工审核）
0335_1721_03,毛条和毛纱线产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0335_1721_04,毛条和毛纱线原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0335_1721_06,毛条和毛纱线质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0335_1722_03,毛织造产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0335_1722_04,毛织造原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0335_1722_06,毛织造质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0336_1741_03,缫丝产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0336_1741_04,缫丝原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0336_1741_06,缫丝质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0336_1742_03,绢纺和丝织产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0336_1742_04,绢纺和丝织原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0336_1742_06,绢纺和丝织质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
034_03,木材原料来源合规,是否持采伐证/合法来源证明,是否持采伐证 / 合法来源证明,"{""是否持采伐证"": 100, ""合法来源证明"": 25}",启发生成（需人工审核）
0341_01,木材检尺合格率,材积/等级抽检,材积 / 等级抽检,"{""材积"": 100, ""等级抽检"": 25}",启发生成（需人工审核）
0341_02,锯材年产量,锯材/木片年产量,锯材 / 木片年产量,"{""锯材"": 100, ""木片年产量"": 25}",启发生成（需人工审核）
0341_2011_03,锯材产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0341_2011_04,锯材原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0341_2011_06,锯材质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0341_2012_03,木片产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0341_2012_04,木片原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0341_2012_06,木片质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0341_2013_03,单板产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0341_2013_04,单板原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0341_2013_06,单板质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0341_2019_03,其他木材产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0341_2019_04,其他木材原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0341_2019_06,其他木材质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0342_01,人造板年产量,胶合板/纤维板等产量,胶合板 / 纤维板等产量,"{""胶合板"": 100, ""纤维板等产量"": 25}",启发生成（需人工审核）
0342_2021_03,胶合板产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0342_2021_04,胶合板原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0342_2021_06,胶合板质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0342_2022_03,纤维板产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0342_2022_04,纤维板原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0342_2022_06,纤维板质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0342_2023_03,刨花板产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0342_2023_04,刨花板原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0342_2023_06,刨花板质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0342_2029_03,其他人造板产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0342_2029_04,其他人造板原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0342_2029_06,其他人造板质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0343_01,木制品年产量,木门窗/地板/家具等产量,木门窗 / 地板 / 家具等产量,"{""木门窗"": 100, ""地板"": 62, ""家具等产量"": 25}",启发生成（需人工审核）
0343_2031_03,建筑用木料及木材组件产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0343_2031_04,建筑用木料及木材组件原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0343_2031_06,建筑用木料及木材组件质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0343_2032_03,木门窗产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0343_2032_04,木门窗原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0343_2032_06,木门窗质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0343_2033_03,木楼梯产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0343_2033_04,木楼梯原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0343_2033_06,木楼梯质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0343_2034_03,木地板产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0343_2034_04,木地板原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0343_2034_06,木地板质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0343_2035_03,木制容器产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0343_2035_04,木制容器原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0343_2035_06,木制容器质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0343_2039_03,软木制品及其他木制品产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0343_2039_04,软木制品及其他木制品原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0343_2039_06,软木制品及其他木制品质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0344_2041_03,竹制品产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0344_2041_04,竹制品原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0344_2041_06,竹制品质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0344_2042_03,藤制品产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0344_2042_04,藤制品原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
